24137,-97.419744,35.580692
24136,-97.419745,35.580878
23999,-97.419576,35.580692
24000,-97.419577,35.580878
24001,-97.419582,35.581855
24134,-97.420062,35.582931
24135,-97.419752,35.582041
24002,-97.419584,35.582041
24133,-97.420165,35.583097
24132,-97.419810,35.585313
24131,-97.419784,35.585416
24003,-97.419702,35.585118
24004,-97.419656,35.585253
24005,-97.419618,35.585400
24043,-97.415641,35.581001
24042,-97.415639,35.581139
24044,-97.415427,35.580999
24041,-97.415510,35.581138
24040,-97.415425,35.581137
24008,-97.417812,35.585743
24007,-97.417811,35.585804
24006,-97.417810,35.585866
24009,-97.417644,35.585741
24010,-97.417642,35.585844
24045,-97.414573,35.580995
24039,-97.414571,35.581133
24046,-97.414360,35.580994
24038,-97.414358,35.581132
24035,-97.413201,35.580870
24047,-97.413514,35.580982
24037,-97.413498,35.581118
24036,-97.413257,35.580944
24129,-97.424709,35.587568
23998,-97.425190,35.592438
24117,-97.419558,35.586417
24118,-97.419576,35.586432
24130,-97.420070,35.587896
24119,-97.419649,35.587426
24120,-97.420061,35.588257
24128,-97.420139,35.588379
24127,-97.419909,35.588478
24116,-97.419203,35.586413
24115,-97.417608,35.586385
24011,-97.417416,35.586208
24114,-97.417418,35.586351
24126,-97.419046,35.588554
24121,-97.418036,35.588261
24125,-97.418150,35.588363
24113,-97.416499,35.586214
24012,-97.416342,35.586091
24112,-97.416362,35.586227
24013,-97.416195,35.586109
24111,-97.416235,35.586243
24014,-97.415387,35.586310
24110,-97.415377,35.586448
24122,-97.417034,35.588302
24124,-97.416980,35.588470
24123,-97.416807,35.588442
24015,-97.415132,35.586280
24016,-97.414252,35.586141
24109,-97.414252,35.586279
24017,-97.414096,35.586161
24108,-97.414115,35.586298
24018,-97.413962,35.586190
24107,-97.414004,35.586322
24019,-97.413122,35.586418
24106,-97.413178,35.586548
24020,-97.412948,35.586468
24105,-97.413004,35.586598
24023,-97.411769,35.586553
24021,-97.412030,35.586583
24104,-97.412024,35.586721
24022,-97.411860,35.586567
24102,-97.411737,35.586687
24103,-97.411828,35.586701
24156,-97.411598,35.587564
24155,-97.411804,35.588931
24154,-97.411636,35.589178
24153,-97.411804,35.589488
24152,-97.411804,35.589506
24151,-97.411804,35.589542
24150,-97.411804,35.589615
24148,-97.411804,35.590108
24149,-97.411636,35.590209
24147,-97.411804,35.590985
24146,-97.411636,35.591094
24145,-97.411803,35.591897
24144,-97.411634,35.591980
24143,-97.411634,35.592050
24142,-97.411631,35.592865
24138,-97.415470,35.594627
24139,-97.414108,35.594631
24140,-97.413733,35.594633
24301,-97.414124,35.594860
24302,-97.414123,35.594971
24101,-97.410876,35.586548
24100,-97.410603,35.586505
24083,-97.410918,35.580992
24034,-97.410920,35.581130
24084,-97.410747,35.580993
24033,-97.410749,35.581131
24085,-97.410066,35.581000
24032,-97.410068,35.581138
24086,-97.409897,35.581000
24087,-97.409216,35.580996
24031,-97.409214,35.581134
24088,-97.409045,35.580995
24030,-97.408335,35.581374
24089,-97.408183,35.581132
24090,-97.408166,35.581259
24091,-97.408167,35.581376
24029,-97.408342,35.582116
24028,-97.408343,35.582273
24027,-97.408355,35.582338
24092,-97.408174,35.582118
24093,-97.408175,35.582236
24094,-97.408189,35.582364
24026,-97.408536,35.583075
24025,-97.408542,35.583236
24095,-97.408368,35.583081
24096,-97.408375,35.583198
24097,-97.408371,35.583310
24024,-97.408508,35.584057
24098,-97.408340,35.584053
24099,-97.408335,35.584164
24082,-97.405398,35.580239
24081,-97.405406,35.580421
24048,-97.403931,35.580754
24080,-97.403705,35.581855
24049,-97.403545,35.581813
24079,-97.403636,35.582029
24078,-97.403628,35.583183
24050,-97.403083,35.583211
24077,-97.404273,35.584500
24071,-97.404103,35.584519
24076,-97.403786,35.585582
24075,-97.403813,35.585672
24073,-97.403649,35.585706
24072,-97.403622,35.585616
24051,-97.401569,35.583507
24052,-97.401005,35.583519
24070,-97.402152,35.584624
24069,-97.402174,35.584771
24062,-97.401986,35.584640
